EnsemblID,predictedProb,HGNCsymbol,batch,exp_mis,exp_lof,mis_z,lof_z,pLI,NimblegenSeqCapEZv2,Medexome
ENSG00000164900,0.629,GBX1,testing,159.1915377,7.518048546,2.721078256,1.99352953,0.269607761,F,F
ENSG00000137075,0.6288,RNF38,testing,165.1818373,25.47264786,1.11057382,4.803232932,0.999390257,T,T
ENSG00000130749,0.628583333,ZC3H4,testing,530.0896081,42.17005169,0.894162861,6.432677087,0.999999772,T,T
ENSG00000184779,0.628416667,RPS17,HItraining,NA,NA,NA,NA,NA,F,F
ENSG00000139132,0.628216667,FGD4,testing,214.6474963,30.31362197,1.156712515,4.194503531,0.335778542,T,T
ENSG00000143198,0.628166667,MGST3,testing,55.5078031,10.3293938,0.821146022,1.642593347,0.007153041,T,T
ENSG00000143786,0.628116667,CNIH3,testing,52.13899317,8.847951076,0.890014667,2.28049424,0.381818439,T,T
ENSG00000145375,0.627983333,SPATA5,testing,266.8506608,32.16946931,-0.184122971,2.125393655,4.65E-10,T,T
ENSG00000204314,0.627966667,PRRT1,testing,122.0671905,4.860226285,3.898801675,1.734499624,0.40794573,T,T
ENSG00000177732,0.627916667,SOX12,testing,NA,NA,NA,NA,NA,F,F
ENSG00000196437,0.627883333,ZNF569,testing,175.5189352,13.96295444,-0.31311702,1.315652884,3.33E-05,T,T
ENSG00000181104,0.62775,F2R,testing,140.6226459,6.427785032,1.139340228,1.339283634,0.041238488,F,F
ENSG00000188994,0.627733333,ZNF292,testing,680.0067842,51.87318962,-1.144040088,6.44677781,0.999976984,T,T
ENSG00000163811,0.627633333,WDR43,testing,172.3493948,23.99904258,-0.061496927,4.650530351,0.99894244,T,T
ENSG00000130227,0.627616667,XPO7,testing,340.028232,48.02816614,5.067063955,6.579082915,0.999999311,T,T
ENSG00000197771,0.62745,MCMBP,testing,199.1655246,27.00689571,0.872197817,4.766638092,0.998215055,T,T
ENSG00000138801,0.627266667,PAPSS1,testing,216.4904525,24.28716645,1.246287551,2.268747699,2.62E-06,T,T
ENSG00000136870,0.627133333,ZNF189,testing,179.8450818,13.44450074,-1.026883421,2.011189094,0.004617885,F,F
ENSG00000151229,0.627133333,SLC2A13,testing,203.3926369,18.32906991,1.59110071,3.778164738,0.956100909,T,T
ENSG00000156735,0.627133333,BAG4,testing,148.0904246,13.42093833,-0.478685398,2.276977438,0.023740903,T,T
ENSG00000204632,0.627016667,HLA-G,testing,160.619542,11.25650766,1.606254107,0.075733529,9.55E-08,T,T
ENSG00000109794,0.626966667,FAM149A,testing,198.69445,18.67777195,-0.669895323,2.676622612,0.00644453,T,T
ENSG00000236311,0.626933333,TLX1NB,testing,24.9067404,1.374490246,-0.793197862,-0.528509643,0.019335617,F,F
ENSG00000185115,0.626816667,NDNL2,testing,152.5767704,6.46820288,1.487962547,1.740326701,0.195522567,F,F
ENSG00000137266,0.6268,SLC22A23,testing,178.5295052,17.44899365,0.97115941,3.189291737,0.366550903,T,T
ENSG00000134419,0.62665,RPS15A,testing,48.4840949,5.63063148,2.703323624,2.350543141,0.833355705,F,F
ENSG00000150995,0.6265,ITPR1,testing,873.5753613,92.45056928,5.751952637,9.009434419,1,T,T
ENSG00000136754,0.6264,ABI1,testing,155.7824233,20.36493027,1.559007259,3.592214916,0.632775183,T,T
ENSG00000198265,0.62635,HELZ,testing,594.8757803,65.65986694,2.604542893,8.026749361,1,T,T
ENSG00000139445,0.626333333,FOXN4,testing,110.5527477,5.361914675,0.118749433,1.438190601,0.13306055,T,T
ENSG00000165244,0.6262,ZNF367,testing,143.7125361,9.437391949,3.660346031,2.720645198,0.802012369,T,T
ENSG00000111716,0.626183333,LDHB,testing,104.6587965,9.66409626,0.653041972,0.530258392,2.03E-05,T,T
ENSG00000111802,0.62615,TDP2,testing,117.1190342,17.27828016,-0.03981793,1.972784155,0.000137008,T,T
ENSG00000198626,0.62615,RYR2,testing,1491.564234,164.5493859,5.212342855,10.6218528,0.999999934,T,T
ENSG00000198682,0.62615,PAPSS2,testing,225.6198211,22.63234938,0.313252038,1.797437937,2.50E-07,T,T
ENSG00000145604,0.6259,SKP2,testing,140.9271613,19.46324963,1.645083265,4.145626545,0.994258761,T,T
ENSG00000163162,0.62585,RNF149,testing,173.092479,12.1669633,2.234074522,1.467350735,0.000502224,T,T
ENSG00000122705,0.62565,CLTA,testing,98.6238513,9.867083926,1.508291471,3.111602456,0.961296504,T,T
ENSG00000154856,0.62545,APCDD1,testing,217.6524596,12.78439275,0.949942191,1.602534552,0.000654608,F,F
ENSG00000160294,0.6253,MCM3AP,testing,688.0162641,54.15662285,-0.950710893,5.809133234,0.83736665,T,T
ENSG00000118508,0.6252,RAB32,testing,82.5572983,6.834491908,-0.292990194,1.074018404,0.008770923,F,F
ENSG00000140025,0.6252,EFCAB11,testing,53.81193009,8.754733129,-0.612634563,1.591821572,0.020262273,T,T
ENSG00000149090,0.625133333,PAMR1,testing,250.6297701,27.85036302,-1.401750782,-0.403496084,4.63E-21,T,T
ENSG00000126226,0.625066667,PCID2,testing,153.801606,22.50862295,1.924731261,1.358952724,6.37E-09,T,T
ENSG00000151014,0.624983333,CCRN4L,testing,109.8870298,10.32675172,0.741285036,2.566749191,0.520114299,F,F
ENSG00000185129,0.62485,PURA,testing,157.8775975,5.857239137,5.522936095,2.397376068,0.845099484,F,F
ENSG00000139117,0.624833333,CPNE8,testing,155.6608767,25.53416248,1.162816013,3.633304917,0.078004273,T,T
ENSG00000125484,0.624533333,GTF3C4,testing,279.9094585,16.55105416,3.534826263,2.569050899,0.014976256,T,T
ENSG00000134369,0.624533333,NAV1,testing,709.7230819,53.88569911,4.84194852,7.136597356,0.999999985,T,T
ENSG00000145495,0.624466667,6-Mar,testing,301.5062078,47.71768534,3.92972226,6.412528376,0.999995976,T,T
ENSG00000170312,0.624283333,CDK1,testing,79.24464555,10.62347555,2.595877142,3.228665813,0.970572339,F,F
ENSG00000180667,0.624266667,YOD1,testing,137.1001604,6.231911964,1.299153887,2.076057834,0.543401294,T,T
ENSG00000134954,0.62425,ETS1,testing,170.6699547,18.12769372,2.533576831,3.519582179,0.795176656,T,T
ENSG00000159184,0.624233333,HOXB13,testing,136.0125869,7.08861782,1.342603661,1.149140197,0.009874751,T,T
ENSG00000105971,0.624216667,CAV2,testing,63.73082842,5.355329815,0.780006727,0.580151693,0.004116385,T,T
ENSG00000183891,0.624216667,TTC32,testing,53.12420052,4.36638148,-0.864061166,1.121795359,0.089897896,T,T
ENSG00000112249,0.6242,ASCC3,testing,648.2416738,90.57550707,1.118876192,5.888609636,1.43E-10,T,T
ENSG00000168769,0.624183333,TET2,testing,301.2521009,20.98535851,-1.148303382,-2.381781101,7.05E-26,T,T
ENSG00000083937,0.62415,CHMP2B,testing,66.9250842,11.84926853,-0.064268493,1.971006666,0.013080315,T,T
ENSG00000152022,0.624116667,LIX1L,testing,109.2714216,13.51321737,1.931133748,2.56352597,0.116630314,T,T
ENSG00000197459,0.6241,HIST1H2BH,testing,68.242347,1.52549702,0.310395538,-1.984595459,0.00029573,F,F
ENSG00000135999,0.623966667,EPC2,testing,215.469233,27.88132517,1.814992827,5.230538899,0.99995236,T,T
ENSG00000144560,0.62385,VGLL4,testing,123.1062728,5.480947769,0.136936658,1.895971238,0.469478553,T,T
ENSG00000155229,0.62385,MMS19,testing,288.0430662,36.41188847,-0.315773308,4.828263638,0.831821999,T,T
ENSG00000136928,0.623816667,GABBR2,testing,364.6080584,32.73647389,5.599762389,5.321422893,0.999790263,T,T
ENSG00000129152,0.62365,MYOD1,testing,191.5236075,4.177917835,1.962378875,-0.88303454,2.68E-05,F,F
ENSG00000136897,0.623466667,MRPL50,testing,50.6283857,7.63861333,-1.331634783,0.587298519,0.00031841,F,F
ENSG00000162980,0.6234,ARL5A,testing,50.69474134,8.380003707,0.04772625,1.498794499,0.017364843,T,T
ENSG00000104888,0.623383333,SLC17A7,testing,267.9042937,15.98028469,4.987628294,3.959878722,0.995932825,T,T
ENSG00000119614,0.62335,VSX2,testing,113.9863704,9.154670209,0.320068836,2.014991083,0.116076833,T,T
ENSG00000198648,0.623333333,STK39,testing,161.9674844,25.80968911,2.6121841,4.837484536,0.999462431,T,T
ENSG00000156170,0.623166667,NDUFAF6,testing,99.24794472,13.68464155,0.012173131,1.254438463,2.91E-05,T,T
ENSG00000182463,0.622933333,TSHZ2,testing,358.7677964,17.9031202,-0.651575674,3.254899798,0.406843773,T,T
ENSG00000198363,0.62285,ASPH,testing,225.3149189,35.85435362,-1.716758862,2.788244462,1.02E-08,T,T
ENSG00000164163,0.622833333,ABCE1,testing,180.3585941,30.57395219,4.310700639,5.477286629,0.999982597,T,T
ENSG00000099284,0.6228,H2AFY2,testing,154.4882264,11.14193492,3.206738212,3.306510496,0.97564111,F,F
ENSG00000121486,0.62265,TRMT1L,testing,205.1590772,26.24861933,1.064035183,4.301694669,0.939618901,T,T
ENSG00000135625,0.62265,EGR4,testing,236.6773842,6.147178329,2.119906667,0.857866858,0.006266778,T,T
ENSG00000115446,0.622633333,UNC50,testing,79.09761598,11.5441848,0.940308572,1.907935088,0.011618307,T,T
ENSG00000136810,0.622516667,TXN,testing,29.19827778,4.960960825,0.561059718,1.76160025,0.417886376,F,F
ENSG00000114473,0.622433333,IQCG,testing,140.8223557,16.19116486,0.404853778,-0.937654463,3.61E-15,T,T
ENSG00000120693,0.6224,SMAD9,testing,168.4717744,12.91451556,0.432299196,1.630308625,0.00069136,T,T
ENSG00000148700,0.622333333,ADD3,testing,211.5260456,26.91817421,-0.58766112,4.375693864,0.952357437,T,T
ENSG00000123213,0.622316667,NLN,testing,219.8252096,27.77662792,-0.500611394,2.401409206,3.60E-07,T,T
ENSG00000142149,0.6223,HUNK,testing,288.4171237,21.45997357,2.028075322,4.375021062,0.997271075,T,T
ENSG00000096746,0.622166667,HNRNPH3,testing,119.0506468,20.75925212,2.826440747,4.295901396,0.996456324,T,T
ENSG00000168003,0.62195,SLC3A2,testing,223.6233805,16.74162321,2.113721155,3.568915292,0.923234161,T,T
ENSG00000136141,0.621916667,LRCH1,testing,229.2916411,29.66336322,0.55854425,4.667594047,0.982396864,T,T
ENSG00000118473,0.621883333,SGIP1,testing,269.33166,35.78460719,-0.466976047,5.428896174,0.999651093,T,T
ENSG00000125462,0.621716667,C1orf61,testing,44.29287005,4.732555986,-0.125463136,1.244259175,0.10442249,T,T
ENSG00000047932,0.62165,GOPC,testing,147.6220823,17.58971649,1.434036785,2.737367388,0.02198408,T,T
ENSG00000001630,0.621616667,CYP51A1,testing,157.888975,15.18351802,0.190309561,1.317735077,9.86E-06,T,T
ENSG00000121964,0.621583333,GTDC1,testing,127.9311733,15.18736603,-1.257058055,0.04762547,2.41E-10,T,T
ENSG00000141198,0.62155,TOM1L1,testing,139.9490585,20.96985482,-0.332870907,2.805608681,0.002934147,T,T
ENSG00000163873,0.621483333,GRIK3,testing,408.1781094,34.63424975,3.853673598,5.661330722,0.99998017,T,T
ENSG00000197822,0.621433333,OCLN,testing,139.2873522,14.40922435,1.503891144,2.977319936,0.49102545,T,T
ENSG00000240303,0.62125,ACAD11,testing,253.299509,34.52171128,-0.144458581,2.954065125,1.68E-07,T,T
ENSG00000117155,0.621166667,SSX2IP,testing,173.5162528,26.40093823,-0.909124556,3.161903811,0.000829859,T,T
ENSG00000110888,0.62115,CAPRIN2,testing,306.5505948,38.00141706,-0.710956252,4.338867292,0.012089127,T,T
ENSG00000075340,0.621116667,ADD2,testing,276.9139293,29.07366378,2.025587118,4.973783558,0.999175207,T,T
ENSG00000152484,0.621083333,USP12,testing,117.2514814,13.71799831,2.992629819,3.133991666,0.794991969,F,F
ENSG00000115825,0.621016667,PRKD3,testing,285.3454939,32.50255205,0.878668844,3.909873328,0.008075656,T,T
ENSG00000079156,0.620883333,OSBPL6,testing,305.6568622,41.81929491,1.137453459,5.639970602,0.999012304,T,T
ENSG00000109472,0.62085,CPE,testing,169.4140117,17.68594043,2.157543911,4.165851327,0.997846906,T,T
ENSG00000121988,0.62085,ZRANB3,testing,279.0644424,36.05925383,-1.608488924,1.494423619,7.43E-15,T,T
ENSG00000147548,0.62085,WHSC1L1,testing,442.0922902,50.14910251,3.538076488,6.735134684,0.999999688,T,T
ENSG00000170989,0.62075,S1PR1,testing,166.4216052,5.63549262,3.807489896,1.934281248,0.484814895,T,T
ENSG00000157388,0.62065,CACNA1D,testing,833.7172896,90.893736,5.568390481,8.924506333,1,T,T
ENSG00000106780,0.6206,MEGF9,testing,217.8071719,12.28574534,2.578695784,3.189474796,0.921919105,T,F
ENSG00000185760,0.620566667,KCNQ5,testing,329.2729151,35.01679695,4.616651705,5.359563144,0.999535087,T,T
ENSG00000115760,0.620533333,BIRC6,testing,1287.995116,133.9490344,1.403703956,10.60872207,1,T,T
ENSG00000144119,0.620466667,C1QL2,testing,122.7255709,4.739416751,3.034362028,1.701496654,0.396068457,T,T
ENSG00000268141,0.620433333,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000124275,0.620416667,MTRR,testing,237.1145074,28.12626877,-1.489278619,2.451742909,4.11E-07,T,T
ENSG00000152578,0.620366667,GRIA4,testing,272.7660218,35.28682236,3.161944967,5.050531798,0.98874921,T,T
ENSG00000184254,0.620333333,ALDH1A3,testing,180.4598423,16.77447319,2.164958809,3.573363851,0.924100685,T,T
ENSG00000064933,0.62015,PMS1,testing,257.0327226,27.46387137,-1.249854949,0.843763031,6.56E-14,T,T
ENSG00000101191,0.620116667,DIDO1,testing,1010.224893,58.72531315,3.096630326,6.815476194,0.999990769,T,T
ENSG00000174799,0.6201,CEP135,testing,327.1287797,55.2345938,-1.456846229,2.696985478,4.85E-17,T,T
ENSG00000175894,0.62005,TSPEAR,testing,278.9843167,23.32271859,-1.523214338,1.091776352,1.87E-10,T,T
ENSG00000269506,0.620016667,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000136891,0.62,TEX10,testing,265.0490101,36.00115982,1.263307376,5.778483844,0.999988107,T,T
ENSG00000082153,0.61975,BZW1,testing,101.5088164,12.95982816,2.694799304,3.015739406,0.744805847,T,T
ENSG00000183726,0.61975,TMEM50A,testing,50.470525,8.30014013,0.583187314,2.166193275,0.333486481,T,T
ENSG00000112304,0.619716667,ACOT13,testing,45.51646471,4.481570591,0.254939975,-0.710508326,3.43E-05,F,F
ENSG00000198492,0.619666667,YTHDF2,testing,188.3289298,13.89385803,2.470997348,3.692335468,0.991165728,T,T
ENSG00000164187,0.6196,LMBRD2,testing,199.9299485,29.68779959,1.035339658,3.761100529,0.014565218,T,T
ENSG00000118454,0.61955,ANKRD13C,testing,188.6653285,24.41763684,2.51638224,4.694409124,0.999095558,T,T
ENSG00000105996,0.619466667,HOXA2,testing,147.3154885,7.630127651,1.382873829,2.019026496,0.278337994,F,F
ENSG00000089022,0.619433333,MAPKAPK5,testing,133.6214276,17.76232136,1.803458795,2.764603533,0.023422603,T,T
ENSG00000196549,0.619316667,MME,testing,227.4892962,37.89989145,-1.119153697,3.041095277,2.19E-08,T,T
ENSG00000115464,0.61915,USP34,testing,1001.252202,144.8985276,1.116849469,11.34794817,1,T,T
ENSG00000183513,0.619033333,COA5,testing,24.09932062,3.036134163,0.10953129,1.157538768,0.239646156,T,T
ENSG00000186354,0.618916667,C9orf47,testing,57.50012332,4.236139869,0.290272706,1.076226193,0.08509201,F,F
ENSG00000087448,0.618816667,KLHL42,testing,216.890027,9.465512315,3.118286507,2.403683291,0.438781824,T,T
ENSG00000174607,0.618766667,UGT8,testing,160.2527958,11.24825523,0.821163794,2.436178978,0.226816186,T,T
ENSG00000135049,0.618733333,AGTPBP1,testing,342.7894621,45.11234436,1.500274559,5.178474018,0.476341243,T,T
ENSG00000179388,0.618733333,EGR3,testing,211.1111456,5.23578861,4.918630774,2.266630671,0.811097944,F,F
ENSG00000124693,0.6187,HIST1H3B,testing,87.8134918,3.80806483,3.435189929,1.425425797,0.307282993,F,F
ENSG00000157542,0.618633333,KCNJ6,testing,147.9336009,9.6153997,3.777496113,2.752209348,0.812451385,T,T
ENSG00000138639,0.618566667,ARHGAP24,testing,234.7033469,26.63523717,-0.360668709,3.384875405,0.004696081,T,T
ENSG00000137494,0.61855,ANKRD42,testing,113.3792224,15.29351346,-0.212259427,0.580948119,2.60E-08,T,T
ENSG00000181722,0.618366667,ZBTB20,testing,324.9088921,12.05268804,5.723089721,3.438996122,0.98255723,T,T
ENSG00000132640,0.618333333,BTBD3,testing,178.9666572,11.6657894,2.667810964,2.22325617,0.061421577,T,T
ENSG00000091844,0.618316667,RGS17,testing,54.71887674,8.835399015,0.774879086,2.277930486,0.38068417,T,T
ENSG00000055813,0.6183,CCDC85A,testing,168.6564262,11.02876935,-0.653212301,1.499988182,0.001735205,T,T
ENSG00000171827,0.6177,ZNF570,testing,138.8243397,14.34098021,0.200270959,1.920234765,0.001232864,F,F
ENSG00000044115,0.617666667,CTNNA1,testing,320.3825418,32.66467563,3.480902194,4.794862032,0.97055429,T,T
ENSG00000269259,0.61755,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000155592,0.617433333,ZKSCAN2,testing,338.1123178,29.78511695,-0.42261705,3.591109813,0.002937675,F,F
ENSG00000170832,0.617316667,USP32,testing,489.768791,71.48678463,4.370978713,7.906705089,0.999999997,T,T
ENSG00000162616,0.617283333,DNAJB4,testing,100.5811138,10.13405211,0.125881849,2.8422456,0.840407621,T,T
ENSG00000141447,0.61725,OSBPL1A,testing,285.2683334,44.81558277,0.963430272,4.263856278,4.11E-05,T,T
ENSG00000169087,0.617233333,HSPBAP1,testing,148.9613326,17.91845897,0.359129236,1.38499424,9.98E-07,T,T
ENSG00000160888,0.6172,IER2,testing,102.0611666,3.471127812,1.213355242,1.845546565,0.681051567,F,F
ENSG00000072041,0.61705,SLC6A15,testing,209.4033906,20.27623688,1.027653585,2.700606267,0.002262596,T,T
ENSG00000124279,0.61705,FASTKD3,testing,189.7872178,15.22654936,0.205471472,0.057511117,2.49E-10,T,T
ENSG00000144233,0.61705,AMMECR1L,testing,114.9278654,15.76094226,2.688590548,3.932608837,0.995586602,T,T
ENSG00000150527,0.61705,CTAGE5,testing,220.667294,37.40206682,-3.073132768,4.114441843,0.001876368,T,T
ENSG00000049323,0.617,LTBP1,testing,574.9948297,63.28374465,0.142678917,6.136875696,0.526234698,T,T
ENSG00000106236,0.616933333,NPTX2,testing,146.3134201,8.659479698,1.104460508,1.905111039,0.097568454,F,F
ENSG00000081307,0.616833333,UBA5,testing,112.3027522,17.37317317,0.337062621,3.415880879,0.745375692,T,T
ENSG00000151150,0.6168,ANK3,testing,1350.665991,103.9801169,1.805566793,9.615292727,1,T,T
ENSG00000166016,0.6168,ABTB2,testing,369.4954672,26.92617489,1.157658156,3.803876128,0.12465044,T,T
ENSG00000179833,0.616766667,SERTAD2,testing,123.0401634,4.1468392,0.3104402,2.017196844,0.736975237,T,T
ENSG00000138622,0.61655,HCN4,testing,531.5072487,20.15812093,4.826774724,3.34433763,0.234597783,T,T
ENSG00000169604,0.616533333,ANTXR1,testing,199.3821723,25.7407262,1.641302181,4.440007058,0.985283203,T,T
ENSG00000198740,0.616533333,ZNF652,testing,201.5501782,10.63914777,1.46597464,3.231046133,0.970739626,F,F
ENSG00000197568,0.616383333,HHLA3,testing,31.05652744,2.744118715,0.180499098,-0.153012437,0.00618097,T,T
ENSG00000007545,0.6161,CRAMP1L,testing,382.7780876,27.04979755,1.594462988,4.390103988,0.954541936,T,T
ENSG00000144868,0.616033333,TMEM108,testing,208.3001876,12.23993497,0.2135138,3.465605785,0.98371876,T,T
ENSG00000163655,0.616016667,GMPS,testing,193.345436,23.71139344,1.384023639,4.416709811,0.993904306,T,T
ENSG00000137259,0.615883333,HIST1H2AB,testing,80.9414825,2.51121938,-0.16628084,-0.305535261,0.005319443,F,F
ENSG00000170345,0.615833333,FOS,testing,145.4450013,9.432717265,1.518661208,2.397280699,0.435710741,F,F
ENSG00000141431,0.615766667,ASXL3,testing,622.9308167,43.06200769,-0.94202718,6.0474916,0.999977048,F,F
ENSG00000170776,0.61575,AKAP13,testing,893.1605154,80.85978246,-3.385206509,7.034785183,0.84956602,T,T
ENSG00000184845,0.61575,DRD1,testing,151.1802089,7.06818954,1.996187922,2.633563537,0.89643155,F,F
ENSG00000154864,0.615733333,PIEZO2,testing,179.3691232,24.44727791,0.926504854,3.896128801,0.603955313,T,T
ENSG00000158528,0.6157,PPP1R9A,testing,370.4785085,41.97658208,0.012159533,4.736086618,0.051340412,T,T
ENSG00000114948,0.615416667,ADAM23,testing,257.6055019,37.69850396,1.725033351,5.275401471,0.995404041,T,T
ENSG00000143028,0.615333333,SYPL2,testing,95.15766013,8.296727287,0.058046443,1.477658652,0.016771099,T,T
ENSG00000173404,0.615333333,INSM1,testing,NA,NA,NA,NA,NA,F,F
ENSG00000143514,0.6153,TP53BP2,testing,379.5973077,37.59770124,1.094496788,4.135328169,0.002018518,T,T
ENSG00000168488,0.615216667,ATXN2L,testing,412.9467574,41.00125075,2.285334061,5.878804993,0.999950396,T,T
ENSG00000164162,0.615133333,ANAPC10,testing,56.1032136,7.24929906,0.594452481,1.563359824,0.057568239,T,T
ENSG00000125851,0.615116667,PCSK2,testing,254.3428979,23.83866779,3.81353412,4.430725227,0.994186022,T,T
ENSG00000145623,0.615083333,OSMR,testing,281.2699363,33.88731465,-0.867064089,2.022808902,3.10E-11,T,T
ENSG00000173482,0.615066667,PTPRM,testing,515.6687889,63.50654644,2.103714636,6.899611972,0.999958214,T,T
ENSG00000107807,0.615016667,TLX1,testing,149.8691159,5.423008872,3.350906973,1.881426795,0.463723105,F,F
ENSG00000155100,0.614983333,OTUD6B,testing,74.49787243,8.012942069,-1.445176841,-0.695351185,6.26E-08,T,T
ENSG00000152784,0.614966667,PRDM8,testing,NA,NA,NA,NA,NA,T,T
ENSG00000196776,0.614933333,CD47,testing,84.51117606,11.17332422,1.038108836,3.014819916,0.886113811,T,T
ENSG00000162851,0.614683333,TFB2M,testing,148.3302788,16.39495867,-0.107217078,1.809132167,9.62E-05,T,T
ENSG00000058668,0.614633333,ATP2B4,testing,438.0444714,41.1890708,2.244553005,4.968292078,0.521756389,T,T
ENSG00000174145,0.614516667,KIAA1239,testing,NA,NA,NA,NA,NA,T,T
ENSG00000139842,0.6145,CUL4A,testing,232.087384,25.57378501,2.731844407,4.813536451,0.999412877,T,T
ENSG00000138698,0.61445,RAP1GDS1,testing,159.1151565,23.05339807,0.043242757,3.930924242,0.824878145,T,T
ENSG00000136938,0.61425,ANP32B,testing,55.82108362,9.600318657,1.232145153,3.06925184,0.957395493,T,T
ENSG00000134901,0.6142,KDELC1,testing,168.6128398,18.11124679,-0.35359594,1.655241031,6.42E-06,F,F
ENSG00000255046,0.6142,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000168522,0.614116667,FNTA,testing,112.6728113,17.5236586,0.3074787,3.910060294,0.988212602,T,T
ENSG00000113558,0.6141,SKP1,testing,44.98068339,6.908119428,2.769913515,1.849800459,0.224830619,T,T
ENSG00000127863,0.613983333,TNFRSF19,testing,155.9659193,12.94743566,-0.588815349,2.187886736,0.019882513,T,T
ENSG00000253304,0.613966667,TMEM200B,testing,150.4812565,5.788861113,2.969767557,1.55991806,0.155282701,T,T
ENSG00000182149,0.613766667,IST1,testing,116.7481514,13.34881391,-1.776850712,2.263565753,0.023110672,T,T
ENSG00000196358,0.61375,NTNG2,testing,264.0315972,14.32507201,4.335570972,3.225749924,0.82958323,F,F
ENSG00000243444,0.613733333,PALM2,testing,135.3834904,13.00764512,0.352418709,1.924697295,0.003893171,F,F
ENSG00000107242,0.613683333,PIP5K1B,testing,168.3445416,23.46581351,2.350255969,3.162603539,0.007443047,T,T
ENSG00000145920,0.613666667,CPLX2,testing,48.00381362,3.904882075,1.553375984,1.957463399,0.717836321,T,T
ENSG00000101624,0.613516667,CEP76,testing,212.6534337,30.38496038,1.933771947,3.84298566,0.018822651,T,T
ENSG00000101413,0.613383333,RPRD1B,testing,117.7260347,15.53384737,2.827664425,3.150174669,0.595211393,F,F
ENSG00000101040,0.61335,ZMYND8,testing,443.9513704,39.78048582,3.89881272,6.090709348,0.999997106,T,T
ENSG00000227868,0.613316667,C1orf234,testing,NA,NA,NA,NA,NA,F,T
ENSG00000139970,0.613283333,RTN1,testing,250.2085989,14.15251032,0.377512387,3.463232265,0.959599486,F,F
ENSG00000166148,0.61315,AVPR1A,testing,228.8941796,8.99659772,2.970893951,0.329132291,1.29E-05,F,F
ENSG00000119969,0.613116667,HELLS,testing,249.6626584,43.2365468,2.961298871,5.760270094,0.999418431,T,T
ENSG00000178409,0.612866667,BEND3,testing,398.0780227,14.48714241,2.845655084,2.98958107,0.498328913,F,F
ENSG00000143401,0.612833333,ANP32E,testing,70.08400836,11.28926045,1.290282822,3.328299736,0.976918663,T,T
ENSG00000144619,0.612833333,CNTN4,testing,330.1782731,42.92198078,-0.641231695,5.582577927,0.996606388,T,T
ENSG00000114125,0.612816667,RNF7,testing,38.40367918,4.210737468,1.689345494,0.584467821,0.014527327,T,T
ENSG00000175426,0.6128,PCSK1,testing,249.0980443,30.34897671,0.80879524,4.01860499,0.089639821,T,T
ENSG00000172020,0.612633333,GAP43,testing,72.8882082,3.91536081,-0.923063528,0.458243246,0.012379922,T,T
ENSG00000143183,0.612616667,TMCO1,testing,84.71246325,14.40721025,1.472712241,0.889198434,9.55E-07,T,T
ENSG00000144227,0.612566667,NXPH2,testing,86.16304367,5.021359667,1.642085465,2.219731127,0.798014407,T,T
ENSG00000168502,0.612383333,SOGA2,testing,654.1212362,40.4718694,-1.126020458,4.433320034,0.005890969,T,T
ENSG00000165626,0.612366667,BEND7,testing,155.5327194,15.76984111,0.060112215,2.437045007,0.011190322,T,T
ENSG00000159248,0.61235,GJD2,testing,115.4312554,9.19550701,2.842215728,2.023851825,0.1177216,F,F
ENSG00000042429,0.612266667,MED17,testing,199.0616154,25.31383969,0.799488412,2.424399533,3.89E-06,T,T
ENSG00000145354,0.612233333,CISD2,testing,44.8245951,3.121418822,1.521370253,1.750111537,0.649111069,T,T
ENSG00000166073,0.612233333,GPR176,testing,181.3371597,9.1915427,1.465138762,2.349727707,0.413262635,F,F
ENSG00000112182,0.61215,BACH2,testing,322.3068031,15.27192753,2.651092682,3.364161547,0.874039851,T,T
ENSG00000166801,0.612116667,FAM111A,testing,174.233032,10.03884488,-2.029412001,-0.613140168,3.22E-09,F,F
ENSG00000129696,0.612016667,TTI2,testing,170.0858715,15.43155132,-0.184300376,2.126142597,0.001886337,T,T
ENSG00000134443,0.612,GRP,testing,39.5173347,3.936085028,0.040252265,-1.529798243,2.14E-06,F,F
ENSG00000105696,0.611933333,TMEM59L,testing,105.620579,12.22259823,0.886208327,2.046451184,0.015100786,T,T
ENSG00000080224,0.611916667,EPHA6,testing,345.4190804,31.45734781,0.932139322,4.672775343,0.954513147,T,T
ENSG00000179051,0.6119,RCC2,testing,204.8102181,22.41430549,3.513798608,3.852853185,0.787633127,T,T
ENSG00000112379,0.611766667,KIAA1244,testing,725.8722514,61.4412647,1.613440147,6.374492459,0.987422889,T,T
ENSG00000111859,0.6116,NEDD9,testing,299.5213809,23.69380226,0.466927426,3.804257891,0.534981125,T,T
ENSG00000163634,0.61155,THOC7,testing,64.78930332,11.46039377,1.020228438,3.353431129,0.978320489,T,T
ENSG00000188582,0.611466667,PAQR9,testing,202.2463274,5.065950066,4.479623902,2.229565022,0.800794307,F,T
ENSG00000152767,0.611433333,FARP1,testing,433.8966442,41.62264525,0.772457061,4.701837225,0.045263074,T,T
ENSG00000117528,0.611416667,ABCD3,testing,218.079779,40.55913434,2.42050544,5.686450429,0.999695623,T,T
